1,2,3,4,5,6,7,8,9,10
295,5.336E+15,-201,34712997,-249993,7884004,10000012,5585994,-100014,-8.9E+15
296,5.336E+16,-2001,3.4713E+16,-249994,7884002,9999991,5585985,-99998,-9
297,5.33599E+16,-2.003E+16,34712993,-250001,7884008,9999986,5.58598E+15,-100007,-57
298,5.336E+16,-201,3.4713E+16,-250006,7884012,1E+16,5585999,-100007,-67
299,5.336E+16,-1991,34712986,-249988,7884008,10000013,5.586E+16,-100009,-7.6E+15
300,5.33601E+15,-2002,3.4713E+16,-249991,7883997,9999995,5585983,-9.9991E+15,-7
301,5.33601E+16,-2005,34712968,-250015,7884006,10000007,5.58598E+16,-9.9994E+15,-7.1E+15
302,5336002,-202,3.4713E+16,-2.5,7884018,9.99999E+15,5.58598E+16,-9.9993E+15,-75
303,5336002,-2.004E+16,34712986,-250009,7883997,1000001,5586015,-9.9996E+15,-8.3E+15
304,5.336E+16,-1973,3.4713E+16,-2.5,7883994,1E+16,5585995,-9.9996E+15,-84
305,5335996,-1.982E+16,34712968,-250001,7.884E+15,10000001,5.57342E+16,-9.9988E+15,-79
306,5335999,-1984,34713006,-2.50004E+16,7884005,9999995,5573405,-100009,-8
307,5.33601E+15,-1998,34713004,-250002,7883995,10000001,5.57339E+16,-9.9993E+15,-73
308,5336,-1999,34712998,-2.5,7883997,9999996,5.5734E+16,-99998,-8.3E+15
309,5336014,-2005,34713001,-249994,7884011,1E+16,5573395,-100005,-85
310,5.336E+15,-1998,34712984,7.49991E+15,7884011,9999991,5.5734E+16,-100006,-62
311,5336011,-2001,34712972,7.49996E+15,788399,10000009,5.5734E+16,-10001,-9.4E+15
312,5336006,-1998,3.4713E+16,7.50001E+16,7883999,1E+16,5.57341E+16,-10001,-88
313,5336002,-1994,34713005,750011,7883994,10000004,5573395,-100015,-84
314,5335997,-2012,34712985,750016,7883995,1E+16,5573386,-9.9993E+15,-95
315,5335997,-2.007E+16,34712984,7.50008E+16,7883994,9999995,5.57339E+16,-9.9994E+15,-93
316,5335995,-2015,3.4713E+16,750013,7883994,10000005,5.5734E+16,-9.9983E+15,-72
317,5335983,-1987,34713006,7.50021E+15,7.884E+15,1E+16,5573386,-100003,-74
318,5524,-2002,34712984,75002,7884022,10000016,5573395,-99995,-78
319,552401,-2.006E+16,34712995,750011,7884018,1E+16,5573404,-100001,-78
320,5.524E+16,-1995,34712998,7.5,7884002,10000007,557341,-9.9994E+15,-85
321,552401,-2.013E+16,3.4713E+16,7.49999E+16,788399,1E+16,5.5734E+16,-9.9991E+15,-8
322,5.31599E+16,-1991,34712992,750015,7.88398E+15,9999999,5573392,-9999,-8.7E+15
323,531599,-2005,34712979,750011,7884002,9.99999E+15,5573405,-99995,-85
324,5316013,-1996,34712993,749984,7884019,10000001,5.57341E+16,-100006,-64
325,5.31601E+16,-1.988E+16,34712986,7.50014E+15,7883999,1E+16,5573398,-9.9991E+15,-72
326,5315996,-1999,3.4713E+16,7.49992E+16,7883978,10000001,5573411,-9.9994E+15,-78
327,5315984,-2,34712993,749998,7.88399E+15,9999996,5573395,-9998,-81
328,5316015,-1993,3.4713E+16,750002,7884008,10000001,5573395,-100001,-61
329,5315993,-1989,34712991,750007,7884006,10000005,5.57339E+16,-100016,-88
330,5519981,-2.004E+16,34712981,7.49981E+15,7883997,9999986,5573381,-9.9981E+15,-9.6E+15
331,5.51999E+15,-1985,34713003,7.49979E+15,7895985,10000007,5.5734E+16,-100011,-7
332,551999,-2002,34713006,7.49991E+15,7896005,1000002,5573401,-99984,-74
333,5519992,-1.997E+16,3471298,7.50001E+16,7895999,1E+16,5.57339E+16,-100006,-93
334,5519986,-2011,34712989,7.49999E+16,7895994,10000009,5573415,-1.0,-1
335,5.51999E+16,-2,3.4713E+16,749989,7895994,10000005,5.57339E+16,-1.00008E+16,-7.6E+15
336,5520007,-2005,34712996,7.49999E+16,7896003,9999995,5.57337E+16,-100006,-74
337,5520024,-2002,3.4713E+16,750002,7895996,9999993,5.5734E+15,-99998,-72
338,5316,-1994,3471301,7.50001E+16,7.89601E+15,9999995,5573401,-9.9978E+15,-7.6E+15
339,5.31599E+16,-2014,34713,750011,789599,100.0,5573401,-9.9996E+15,-81
340,5.316E+16,-2002,3.4713E+16,750007,7895998,1E+16,5.57341E+16,-100003,-8.9E+15
341,5315984,-1991,34712995,750018,7896014,9999982,5573386,-100003,-82
342,5.31601E+15,-1995,34712986,74999,7895995,10000016,557339,-99995,-8.7E+15
343,5316001,-1998,3.4713E+16,7.49996E+15,7895998,10000005,5.57338E+16,-99984,-8
344,5316004,-1995,34712984,75001,7895996,1E+16,5573389,-100007,-79
345,5316001,-202,34712982,7.5,7895989,10000004,5.57338E+15,-9999,-86
346,5.31599E+16,-2015,34712985,749993,7896005,10000014,5.5734E+16,-9.9983E+15,-9.6E+15
347,5316004,53001,34713011,750013,7.89598E+15,9.99999E+15,5.57341E+16,-99985,-72
348,5315987,52994,34712989,7.5,7.89602E+15,9.99999E+15,5.5734E+16,-9.9993E+15,-7
349,5316007,52995,34712991,750007,7895993,10000013,5.57341E+16,-99972,-9
350,5316019,53022,34712995,7.50004E+15,7896011,10000007,5.57341E+15,-99998,-8.7E+15
351,5.31601E+16,52985,34712984,7.49991E+15,7896006,100.0,5.57341E+16,-100024,-67
352,5316007,5.3002E+15,34712989,7.50001E+16,7.89598E+15,9999995,5573389,-9.9999E+15,-65
353,5315984,1998,34712995,7.5,7896008,1E+16,5.57339E+16,-100013,-75
354,5.36399E+16,2008,34712985,750012,7896003,10000005,5573395,-99998,-81
355,5363995,2001,34712984,7.50003E+15,7895989,9.99999E+15,5.57338E+16,-100016,-84
356,5363974,1985,34712994,7.49999E+16,7896008,10000009,5.57339E+15,-9.9996E+15,-7.7E+15
357,5364026,2021,34712992,7.50008E+16,7896001,9999999,5.57339E+15,-99997,-6.9E+15
358,5363998,2001,34713003,749994,7895992,10000005,5.57338E+16,-99982,-66
359,5364005,2,3471299,7.50014E+15,7895999,9.99999E+15,5573395,-9.9996E+15,-72
360,5364006,1992,34712985,7.50008E+16,7896001,10000009,5573411,-1.00008E+16,-81
361,5.364E+15,2008,3.4713E+16,7.49992E+16,7896008,10000007,557342,-9999,-8.3E+15
362,5363994,2.006E+16,34712981,749985,7896013,1E+16,5.57339E+16,-9.9996E+15,-58
363,536399,1969,3471298,7.49999E+16,7895996,1E+16,5573376,-1.00018E+16,-6.8E+15
364,5364014,1994,34713002,750002,7896008,10000001,5573379,-1.00002E+16,-8.3E+15
365,5364011,1995,3.4713E+16,749987,7.89602E+15,9999996,5573389,-100005,-7
366,5364,2002,34712986,7.49991E+15,7895994,9.99999E+15,5573379,-99998,-74
367,5363994,1.988E+16,34713005,7.5,7895999,1E+16,5573406,-100004,-81
368,5.36399E+16,1999,3471298,7.50001E+16,7896,9999999,5573379,-100014,-7
369,5.36401E+16,202,34712997,7.50004E+15,7896,9.99999E+15,5573405,-100003,-6.9E+15
370,5.364E+15,1991,3471301,7.50019E+15,7896005,10000004,5.57339E+15,-99984,-78
371,5364009,1998,34713,7.50008E+16,7895989,10000024,5.5734E+16,-9999,-82
372,5364011,201,34713005,750005,7896001,10000001,5573389,-100014,-7.7E+15
373,5364003,1991,34712995,750002,7895992,9999996,5.5734E+16,-100003,-93
374,5364011,1991,34712984,750006,7895988,1E+16,5573395,-9.9996E+15,-9
375,5363997,1975,3.4713E+16,749998,7896016,9999999,5573417,-100011,-82
376,5.36399E+15,1996,34713003,749988,7896008,10000009,5.5734E+16,-99987,-72
377,5.364E+16,2001,3.4713E+16,749985,7895998,9999979,5.5734E+16,-100005,-7.7E+15
378,5363995,2005,3471298,7.49996E+15,7895987,10000017,5573381,-9.9999E+15,-81
379,536401,1993,3.4713E+16,750011,7896007,100.0,557341,-99998,-84
380,5363992,1991,34712984,7.49997E+15,7.89602E+15,10000014,5.5734E+16,-99984,-9.2E+15
381,5364006,1992,34712981,750013,789599,10000013,5.57341E+16,-99992,-6
382,536401,2001,34713,7.50014E+15,7895984,10000015,5573411,-99997,-66
383,5.36401E+16,1.997E+16,34712997,750002,7896006,9999974,5555395,-100014,-8
384,5363983,1995,3471298,7.49996E+15,7896007,10000007,5.55539E+16,-100004,-72
385,5.36401E+16,2,34712997,7.49986E+15,7895997,1E+16,5.5554E+16,-1.00012E+16,-1
386,5364,2002,34712995,749989,7896008,9999991,5555405,-9.9994E+15,-8.9E+15
387,5363997,2011,3.4713E+16,7.50001E+16,7895992,9999987,5555412,-1.00002E+16,-8.7E+15
388,5363992,1995,34712986,750029,7896011,9.99999E+15,5555399,-100005,-6.8E+15
389,5.36399E+16,1.997E+16,3.4713E+16,749994,7896005,9.99999E+15,5.5554E+16,-99972,-66
390,536398,1989,34712992,749998,7896014,10000012,5555392,-100004,-79
391,536399,1.997E+16,34713023,7.49996E+15,7896007,9999987,555539,-9.9986E+15,-72
392,5.364E+16,201,34712972,7.49999E+16,7895994,10000013,5.55542E+16,-100005,-1.02E+16
393,5364003,2.006E+16,34713,749984,7896014,9.99999E+15,5555405,-9.9991E+15,-7.1E+15
394,5364014,2.003E+16,34712978,749994,7896003,9999975,5.55539E+16,-99995,-6.9E+15
395,5364,1.997E+16,34712985,749988,7895979,100.0,5555415,-99992,-8
396,5.44801E+16,1995,34712982,7.49997E+15,7895993,10000009,5555418,-1.0,-8.3E+15
397,5448004,2.007E+16,34712991,750016,7896002,1E+16,5.55538E+16,-99998,-6
398,5.44801E+16,-2995,3471297,749993,7.89599E+15,10000009,5.55539E+16,-10001,-93
399,5448021,-3.002E+16,3.4713E+16,7.50014E+15,7.89602E+15,1E+16,5555398,-100005,-75
400,5448,-3011,3.4713E+16,7.49991E+15,7896005,9999993,5555393,-100004,-7.6E+15
401,5.44798E+16,-2999,34712996,-2.49996E+16,7895989,1E+16,5.5554E+15,-100003,-85
402,5448005,-3009,34713003,-250009,7896008,9999996,5555398,-99985,-6.8E+15
403,5.44799E+15,-2998,3471299,-250011,7896006,100.0,5555404,-1.00002E+16,-8
404,5448001,-3.014E+16,34712997,-249999,7896014,1E+16,5.55539E+15,-9.9999E+15,-1
405,5447999,-2995,3.4713E+16,-249998,7895997,10000001,5.5554E+16,-100001,-88
406,5447996,-3003,34712991,-250001,7895979,10000001,5555393,-10002,-7.1E+15
407,5448005,-3003,34713004,-24999,789599,10000026,5.55539E+15,-100001,-7.1E+15
408,5448007,-298,34712995,-250018,7895991,9999988,5.55541E+16,-99998,-7.7E+15
409,5448,-3.002E+16,34712986,-250014,7.89601E+15,9999999,5.5554E+15,-100014,-73
410,5447991,-2998,3.4713E+16,-2.50016E+16,7895991,10000009,5555381,-1.00002E+16,-8.7E+15
411,544799,-2.993E+16,3.4713E+16,-250006,7895993,1E+16,5555396,-100007,-74
412,5.44799E+16,-3,34712989,-250002,7895988,1E+16,5555396,-100006,-57
413,5363983,-3.001E+16,34712992,-24999,7895982,100.0,5.55539E+16,-100005,-85
414,5363995,-3005,34712986,-249999,7895997,9999995,5555384,-9.9999E+15,-6.9E+15
415,536399,-3003,34712982,-2.49984E+16,7896011,9.99999E+15,5555386,-99987,-8.9E+15
416,5.36399E+16,-2.991E+16,3471299,-250005,789599,10000021,5.55542E+16,-10002,-7
417,5.36402E+16,-3.008E+16,34712985,-2.5,7896001,1E+16,5.55541E+16,-9.9994E+15,-62
418,5364003,-3.008E+16,3.4713E+16,-2.49997E+16,7896002,1E+16,5555406,-99998,-8
419,5.36401E+16,-3.012E+16,34712981,-2.49996E+16,7896,10000009,5555375,-99997,-7.6E+15
420,5364011,-3.004E+16,34712991,-249989,789599,1E+16,5.5554E+16,-1.00002E+16,-93
421,5.364E+16,-2997,34712997,-250002,7895989,1E+16,5555396,-9.9993E+15,-8.7E+15
422,5364015,-2.991E+16,3471298,-249999,7895997,10000015,5555405,-100016,-75
423,5.36399E+16,-3.012E+16,34712984,-2.49997E+16,7896013,9.99999E+15,5555406,-100014,-82
424,5507994,-2992,34712998,-249995,7895995,9999999,5.55538E+16,-99992,-7.7E+15
425,5.508E+16,-2.987E+16,34712977,-249992,7896,10000021,5555404,-9.9988E+15,-7
426,5.508E+16,-2999,34712972,-249986,7896016,9999993,5555405,-9.9991E+15,-8.3E+15
427,5.50801E+16,-2995,34712981,-2.50016E+16,7.89603E+15,100.0,5555401,-1.00008E+16,-6.8E+15
428,5508,-3005,34712973,-250002,7896002,9999991,5555405,-1.00002E+16,-78
429,5507995,-2998,34713002,-249998,7895968,9999988,5555381,-1.0,-93
430,5507986,-3007,34712984,-2.49996E+16,7895997,9999999,5555405,-100016,-7.7E+15
431,5.50799E+15,-3.002E+16,3.4713E+16,-249992,7.89602E+15,1E+16,5.55541E+15,-9.9991E+15,-7.7E+15
432,5507995,-2.996E+16,3.4713E+16,-249986,7895988,10000012,5555392,-100013,-8.9E+15
433,5.50803E+16,-2999,3471299,-2.49984E+16,7896003,1E+16,5555395,-100011,-88
434,5363986,-3003,34713015,-2.5,7896006,9999999,5.55539E+15,-9.9999E+15,-91
435,5363994,-3.001E+16,34712995,-2.50003E+16,7896004,9.99999E+15,5555393,-100006,-63
436,5364004,-2.994E+16,3471298,-250001,7895984,10000005,5.5554E+16,-99985,-79
437,5.36399E+15,-3009,3471299,-250007,7895996,10000005,5.5554E+16,-100011,-85
438,5363984,-2998,34712995,-2.50003E+16,7896008,1E+16,5555399,-99997,-9
439,5155999,-2999,3471299,-2.49997E+16,7895996,10000015,5.55538E+16,-9.9983E+15,-7.7E+15
440,5156001,-2.993E+16,34713004,-250013,7895997,9999983,5.55538E+16,-9.9994E+15,-8
441,5155984,-2.981E+16,3.4713E+16,-249998,7896006,10000016,5555392,-100015,-81
442,5156,-3017,34712989,-249993,7896004,10000012,5555389,-9.9993E+15,-9.4E+15
443,5155981,-3.004E+16,34712992,-2.50004E+16,7896002,9999991,5555389,-9.9999E+15,-64
444,5156012,-3011,34712992,-250011,789598,9999974,555539,-100003,-7.7E+15
445,5367965,-2.981E+16,3471299,-2.50017E+16,7895995,9999999,5.55539E+15,-1.0,-95
446,5367985,-2.996E+16,34712993,-2.49983E+16,7895994,10000005,555541,-99997,-8.3E+15
447,5.368E+16,-3.001E+16,3.4713E+16,-250001,7896004,9999986,5555395,-99984,-8
448,5.36799E+16,-2998,34712978,-249993,7895995,1E+16,5555401,-1.00002E+16,-7.7E+15
449,5.36801E+16,-2986,34712979,-249995,7895994,9.99999E+15,5555395,-9.9994E+15,-79
450,5367989,-3005,34712995,-25002,7896006,10000019,5.55541E+16,-100004,-78
451,5368016,-3.018E+16,34712995,-249995,7.89599E+15,1000001,5.55542E+16,-1.00002E+16,-8.3E+15
452,5367994,-2.996E+16,34712994,-2.5,7895999,9999988,5555399,-100001,-82
453,5367983,-3,34712991,-24999,7895994,9999991,5555395,-99997,-79
454,5.368E+16,-3.024E+16,34713002,-24999,7895992,999999,5555409,-9.9996E+15,-78
455,536799,-3017,34712998,-25001,7895997,999999,5555409,-100006,-7.6E+15
456,5.36799E+16,-2997,34712978,-250001,7896003,9999993,5.55539E+16,-9999,-72
457,5368014,-2998,34712973,-249986,7889994,1E+16,5555426,-100007,-7.7E+15
458,5367989,-3017,34712986,-250005,7889986,9999981,5.55539E+16,-99985,-7.7E+15
459,5368005,-3,34712984,-2.49997E+16,7889997,10000021,5.5554E+15,-99995,-75
460,5367997,-2998,34712991,-249989,7889993,10000005,5555399,-9.9991E+15,-61
461,5.368E+15,-3.008E+16,3.4713E+16,-2.49997E+16,7889975,9999985,5555398,-1.00008E+16,-9.2E+15
462,5367985,-3,3.4713E+16,-250007,7890002,9999991,5.5554E+15,-1.00008E+16,-66
463,5.36798E+16,-2.987E+16,34712995,-250011,7889989,999999,5.5554E+15,-9.9996E+15,-74
464,5.368E+16,-3.004E+16,34712986,-2.5,7889985,10000017,5555405,-100007,-7.6E+15
465,5368011,-2.996E+16,34712972,-250012,7890002,1E+16,5555425,-1.00002E+16,-93
466,5.368E+16,-3.001E+16,34712998,-2.50003E+16,7.89001E+15,9999999,5542808,-9.9999E+15,-79
467,5368003,-3.006E+16,34712985,-2.49996E+16,7.88999E+15,9999993,5542805,-99997,-7.7E+15
468,5.368E+16,-2988,3.4713E+16,-249993,7889995,9999981,5542794,-9.9996E+15,-82
469,5572009,-3015,34712995,-250007,7889993,9999996,5542808,-100013,-74
470,5.572E+16,-2995,34712996,-24997,7889995,10000009,5542804,-9.9991E+15,-8.7E+15
471,5572002,-3.014E+16,3.4713E+16,-249989,7889999,9.99999E+15,5.5428E+16,-100014,-72
472,5572002,-2992,3471298,-250013,7889996,1000001,5542787,-100024,-91
473,5572005,-3.008E+16,3.4713E+16,-249991,78.9,10000001,5.54281E+16,-100004,-6.9E+15
474,5.57201E+16,-3007,34712984,-2.50003E+16,7889994,999998,5542807,-1.00002E+16,-8
475,5572002,-2985,34713001,-249991,7890002,9999985,5542799,-9.9988E+15,-7.6E+15
476,5572005,-2998,3471299,-2.49984E+16,7889994,9999988,5.54279E+16,-99989,-66
477,5.43199E+16,-3015,34712978,-249995,7889998,10000005,5542805,-100009,-78
478,5431986,-3.006E+16,3.4713E+16,-250006,7.88999E+15,9.99999E+15,5.54279E+15,-100005,-9
479,5.43202E+15,-2992,3.4713E+16,-24998,7889979,9999995,5.54279E+16,-9.9991E+15,-72
480,5432023,-2992,34712985,-2.49984E+16,7889985,1E+16,5.5428E+15,-100015,-78
481,5431994,-2.994E+16,3.4713E+16,-2.50003E+16,7.88999E+15,1E+16,5542787,-99976,-72
482,5.43199E+16,-2999,34712993,-249987,7890005,999999,5542793,-1.0,-78
483,5.432E+15,-3013,34712978,-250006,7890006,9999983,5.54281E+16,-99995,-6.9E+15
484,5432009,-3.012E+16,3.4713E+16,-249988,7890007,10000022,5.54279E+16,-9.9999E+15,-8
485,5.432E+15,-3013,34712985,-249998,7890003,1E+16,5542793,-100003,-95
486,5431989,-3005,3.4713E+16,-250001,7889994,1E+16,5542799,-100023,-84
487,5431981,-2968,34712986,-249982,7.89002E+15,9.99999E+15,5542794,-100001,-85
488,5431997,-3.002E+16,34712986,-249978,7.88999E+15,9999986,5542795,-9.9983E+15,-64
489,5432003,-3005,34713005,-250015,7.88998E+15,10000001,5542793,-100004,-81
490,5.432E+16,-2.996E+16,34712981,-2.50017E+16,7.88999E+15,10000015,5.5428E+15,-9.9986E+15,-58
491,5432026,-2.993E+16,34712998,-2.49997E+16,7889999,9999996,5.54282E+16,-9.9991E+15,-7.7E+15
492,5.43201E+16,-2985,3.4713E+16,-249991,7890003,100.0,5542799,-9.9991E+15,-85
493,5432,-3003,34713001,-2.5,78.9,10000022,5542805,-1.00008E+16,-82
494,5.43199E+16,-2.987E+16,3.4713E+16,-249991,7889993,10000012,5.5428E+16,-100024,-81
495,5431985,-3011,34712984,-2.5,7.89001E+15,1E+16,5542807,-99992,-1.02E+16
496,5.276E+16,-2.989E+16,34712991,-249993,78.9,10000005,5.5428E+16,-1.0,-81
497,5.27598E+16,-2992,3.4713E+16,-250006,7889996,9999999,5542816,-99992,-8
498,5276001,-2997,3471299,-250013,7.88999E+15,1E+16,5542796,-99989,-84
499,5.27599E+16,-3013,3.4713E+16,-249991,7890021,1E+16,5542808,-9.9996E+15,-82
500,5275994,-2992,3.4713E+16,-250007,7889993,10000009,5542811,-100006,-78
501,5.27599E+16,-2.991E+16,34712985,-2.5,7890007,9.99999E+15,5.5428E+15,-99985,-95
502,5.47599E+16,-3.002E+16,34712998,-249995,78.9,9.99999E+15,5542796,-1.0,-8
503,547599,-298,34712979,-249994,7889996,1000001,5542807,-99977,-78
504,5475995,-3013,34713,-250011,7890006,1000001,554281,-99989,-95
505,5.476E+16,-3.004E+16,3.4713E+16,-249995,7889999,1E+16,5.54281E+16,-100005,-86
506,5476011,-3007,3.4713E+16,-2.50016E+16,7889998,10000005,5.5428E+16,-100004,-82
507,5.476E+16,-2995,3.4713E+16,-250012,7.89002E+15,9999983,5542807,-100001,-66
508,5475999,-3.006E+16,3.4713E+16,-249998,7889985,9999996,5542799,-100017,-8.3E+15
509,5.47598E+15,-299,3.4713E+16,-250012,788999,9999999,5542799,-1.00002E+16,-84
510,547601,-3.001E+16,34712982,-249995,7889979,1E+16,5542787,-100007,-74
511,5.47599E+15,-3007,34712995,-250013,7889998,9999993,5542801,-9.9991E+15,-66
512,5475988,-3,3471299,-2.49977E+16,7890013,10000004,5.5428E+16,-9.9994E+15,-7.6E+15
513,5.26E+16,-2999,34712982,-24998,7890002,9999995,5542799,-1.00008E+16,-84
514,5.26E+16,-3005,3.4713E+16,-249989,7889984,100.0,554281,-9.9994E+15,-15
515,5260001,-3003,3471299,-2.49997E+16,7889995,9999999,5.5428E+16,-10001,-158
516,5260011,-3.012E+16,34712975,-2.49981E+16,7889999,10000012,5542808,-100001,-158
517,5475994,-3005,34712971,-250018,7889993,10000001,5542791,-99998,-148
518,5476019,-3.012E+16,34713,-249992,7889999,9999995,5542784,-99995,-162
519,5.47599E+15,-2988,34713,-2.5,7889992,10000009,5542796,-99984,-168
520,547598,-3028,34712991,-250008,7889985,9999999,5542799,-9.9999E+15,-16
521,5.47602E+16,-2.989E+16,34712973,-25001,7889984,9999996,5.5428E+16,-9.9993E+15,-157
522,5475999,-3.002E+16,34712979,-249987,7890008,100.0,5542808,-1.00008E+16,-148
523,5476,-3011,34712997,-25001,7889997,10000001,5.54279E+15,-1.00002E+16,-172
524,5.47599E+16,-2.983E+16,34713,-250002,7.88999E+15,10000016,5542801,-100005,-158
525,5476014,-3.008E+16,34712994,-250012,7889986,10000013,554281,-99998,-161
526,5476015,-2.994E+16,3471301,-24999,7889995,9.99999E+15,5542795,-9.9994E+15,-16
527,5.47601E+16,-3005,34712991,-249995,7889984,1E+16,5542807,-99998,-165
528,5.276E+15,-2999,34712979,-249991,7889989,10000021,5542808,-100014,-155
529,5275991,-3003,34713001,-2.5,78.9,10000026,5542807,-100004,-156
530,5.27598E+16,-2997,34712991,-250015,7889994,9999988,554279,-100021,-172
531,5.276E+15,-2.991E+16,34713003,-2.49996E+16,7.88999E+15,10000007,554281,-9.9991E+15,-145
532,5.27602E+16,-299,34712993,-249991,7889998,10000007,5.5428E+16,-9.9991E+15,-17
533,5.27602E+16,-3009,34712992,-2.50024E+16,789001,9999976,5542793,-1.00012E+16,-145
534,5.27602E+16,-3.002E+16,34712986,-250001,7889995,9999999,5542788,-100001,-1.69E+16
535,5276,-3.014E+16,3.4713E+16,-249991,7890013,10000004,5.54279E+15,-100005,-162
536,5.276E+16,-2978,34713,-249999,7889989,9.99999E+15,5542802,-99997,-1.52E+16
537,5.476E+16,-3.002E+16,3.4713E+16,-250018,7890011,9999988,5542787,-100011,-1.69E+16
538,5.47601E+15,-3,34712978,-249998,7889968,9999985,5542801,-1.00002E+16,-151
539,5476014,-2998,34712989,-250005,7890011,1E+16,5.54279E+16,-100016,-149
540,5475999,-3003,34712984,-250021,7889992,999999,5542801,-1.00002E+16,-149
541,5476001,-2992,34712977,-249998,7.88998E+15,1000001,554278,-10002,-16
542,5.47599E+16,-2.996E+16,3.4713E+16,-250015,7890008,10000004,553201,-10001,-1.63E+16
543,5476,-2.994E+16,3471301,-250009,7889998,10000015,5.53198E+15,-100021,-156
544,5476,-3011,34712997,500018,7889994,10000005,5532003,-9.9993E+15,-141
545,5271994,-2.991E+16,34712982,499995,7.88998E+15,10000001,5.53201E+16,-100009,-158
546,5271999,-2999,34712989,500001,7890002,1000001,5531985,-9.9993E+15,-1.36E+16
547,527201,-3003,34712991,499999,7889975,9999996,553201,-100017,-165
548,5272005,-3005,34712997,499986,7889998,9.99999E+15,5.53201E+16,-1.00018E+16,-1.63E+16
549,5.272E+15,-302,34712995,500011,7.89002E+15,1E+16,5.53201E+16,-10001,-186
550,5272014,-3.006E+16,34712996,500004,7889997,9999991,5.532E+15,-1.00002E+16,-156
551,5.27199E+15,-2998,3.4713E+16,500011,7890008,9999999,5532011,-99987,-1.69E+16
552,5271995,-3003,34712989,499988,7890008,10000001,5532011,-9.9999E+15,-17
553,5271991,-2997,3.4713E+16,499995,788999,10000004,5531989,-99987,-155
554,5271989,-2.991E+16,34713009,4.99997E+15,7890003,10000024,5.532E+16,-1.0,-1.63E+16
555,5271994,-2997,34712994,4.99992E+16,7890011,1E+16,5.53198E+16,-9.9978E+15,-156
556,5.272E+16,-2978,34712985,500001,7889994,9999991,5531994,-100003,-1.74E+16
557,5.272E+16,-3.006E+16,34712986,4.99997E+15,7889997,1E+16,5532003,-9.9994E+15,-1.53E+16
558,5.272E+15,-3,34712982,500004,7889995,9999991,5532006,-10001,-168
559,5471991,-3003,3.4713E+16,500004,7890004,100.0,5.53201E+16,-9998,-16
560,5472002,-3.002E+16,34712997,5.00008E+16,7890007,1E+16,5532005,-99989,-155
561,5.472E+16,-3023,34712985,499985,7890015,10000012,5532009,-1.0,-1.67E+16
562,5.47201E+16,-2.987E+16,3471298,4.99997E+15,7.88999E+15,1E+16,5.532E+15,-1.00002E+16,-156
563,5471999,-3013,34712981,499993,7890001,999999,5531984,-10002,-1.54E+16
564,5.47201E+16,-2.996E+16,34712996,499993,789003,9999991,5.53201E+16,-100007,-155
565,5.472E+16,-3,34712991,5.00003E+15,7890002,100.0,5531989,-9.9983E+15,-18
566,5.47198E+16,-2988,34712995,500009,7889992,1E+16,553201,-99998,-1.54E+16
567,5471986,-3.008E+16,3.4713E+16,4.99994E+16,7890006,10000001,5531985,-100013,-147
568,525602,-2999,3471299,500005,7890005,999999,5.53199E+15,-99995,-172
569,5256005,-3.004E+16,3471302,5.00003E+15,7.89001E+15,10000007,5531985,-9.9988E+15,-157
570,5256005,-2997,34713006,50002,7.88998E+15,9999993,5.532E+16,-100005,-161
571,5.25601E+16,-3009,34712993,499987,7889995,1E+16,5531983,-100003,-159
572,5455981,-301,34712985,500011,7889981,1E+16,5.53199E+16,-99995,-176
573,5.45602E+16,-3.006E+16,34712977,499998,7890004,9.99999E+15,5531991,-9.9993E+15,-164
574,5.456E+16,-302,34712984,500004,7890001,9999999,553199,-99997,-176
575,5455987,-2.993E+16,34712975,5.00003E+15,7890015,9999987,5.53199E+16,-100004,-1.54E+16
576,5.45599E+15,-2.996E+16,34712978,500005,7890004,9999986,5.532E+15,-9.9978E+15,-17
577,5.456E+16,-3011,34712989,50002,7890004,10000009,5531985,-100006,-1.71E+16
578,5.45598E+16,-2.989E+16,34712984,4.99994E+16,7890016,10000019,5531978,-100009,-155
579,5456001,-3.004E+16,34712995,50001,789001,10000005,5.532E+16,-10001,-134
580,5.45599E+16,-3,34712978,500001,7890004,9.99999E+15,5.532E+16,-1.0,-1.53E+16
581,5.45599E+16,-3003,34712979,500004,78.9,1000001,5.532E+15,-99992,-1.54E+16
582,5455986,-2992,34713004,500009,7890006,1E+16,5.532E+15,-1.00002E+16,-1.54E+16
583,5456001,-2998,34712982,499999,7.88999E+15,9999999,5531991,-100013,-145
584,5455995,-299,34712994,500005,7890012,10000004,5.532E+15,-100015,-1.38E+16
585,5455992,-3.004E+16,34712981,499991,7890011,1E+16,5.53199E+16,-100011,-1.74E+16
586,5.45601E+15,-3.002E+16,34713004,500012,7890003,9999987,5532,-100005,-145
587,545601,-2.989E+16,34712995,499984,7890008,10000004,5.532E+16,-9.9996E+15,-17
588,5455998,-3.002E+16,34712989,500004,789001,9.99999E+15,5.532E+16,-100005,-16
589,5.45599E+16,-3.002E+16,34712979,5.00003E+15,7890013,10000007,5.53202E+16,-100004,-157
590,5456021,-3005,34712994,499993,7890009,1E+16,5.532E+16,-100017,-147
591,5.25199E+16,-301,34712986,5.0,7.88999E+15,1E+16,5531995,-9.9996E+15,-156
592,5252005,-3005,34712998,499983,7890006,10000015,5532003,-100001,-1.74E+16
